gid;ferrovia;operacao;observacao;extensaokm;bitolatipo;produtos;ferrosigla;pnvcoin;operadora;codpnvsimp;modal;bitola_ext;situacao;cod_pnv;wkt;geometria
1221;Estrada de Ferro Vitória Minas;1997-07-01T00:00:00.000Z;Foi outorgada à CVRD em 27/06/1997 por 30 anos para exploração;7;BITOLA METRICA;Minério de ferro, calcário, carvão mineral, ferro-gusa, aço, coque, farelo de soja, escória, derivados de petróleo, cimento e celulose.;EFVM;;VALE;EF-262;Ferrovia;1.000;FERROVIA EM TRAFEGO;262FMG0230;MULTILINESTRING((-43.094956619674576 -19.765935369802843,-43.08972156021434 -19.756000341774268,-43.08156148584861 -19.748571329439475,-43.076967449211836 -19.746692331464494,-43.068490388760566 -19.746378347487852,-43.06456437040014 -19.75048037146845,-43.07074743864913 -19.76134540123145,-43.07189346189877 -19.76802342491515,-43.06892645240451 -19.773047450528246,-43.06233441519735 -19.777121479825585,-43.05480136453966 -19.778199499370512,-43.04995632870344 -19.777462506368014,-43.04251326091043 -19.77072449526553,-43.03645121595645 -19.76975350382036,-43.03026518549861 -19.775551539016814,-43.01319304824961 -19.76814254486628,-43.01346704340741 -19.76515753266316,-43.02226709003711 -19.758351488209485,-43.023783089277345 -19.75330346542915,-43.02308507809667 -19.750544456081187,-43.026836082205655 -19.74068940998959,-43.03786614436893 -19.733801360686034));ST_MultiLineString
1222;Ferrovia Centro - Atlântica S.A.;1996-09-01T00:00:00.000Z;Sem Observação;7;BITOLA METRICA;Derivados de petróleo, cimento, calcário, farelo de soja, trigo e soja.;FCA;;VALE;EF-463;Ferrovia;1.000;FERROVIA EM TRAFEGO;463FMG0140;MULTILINESTRING((-42.88225435330049 -20.75441755014965,-42.868006234220154 -20.747043552614063));ST_MultiLineString
1223;Ferrovia Centro - Atlântica S.A.;1996-09-01T00:00:00.000Z;Sem Observação;18;BITOLA METRICA;Derivados de petróleo, cimento, calcário, farelo de soja, trigo e soja.;FCA;;VALE;EF-463;Ferrovia;1.000;FERROVIA EM TRAFEGO;463FMG0170;MULTILINESTRING((-42.83720351561442 -20.95439539794503,-42.834747422641975 -20.923299286640454));ST_MultiLineString
1224;Ferrovia Centro - Atlântica S.A.;1996-09-01T00:00:00.000Z;Sem Observação;10;BITOLA METRICA;Derivados de petróleo, cimento, calcário, farelo de soja, trigo e soja.;FCA;;VALE;EF-463;Ferrovia;1.000;FERROVIA EM TRAFEGO;463FMG0160;MULTILINESTRING((-42.834747422641975 -20.923299286640454,-42.82456931997937 -20.91087126178281,-42.836909383751504 -20.90089019792595,-42.837681382041986 -20.897912185095322,-42.836030358551504 -20.89306817043654,-42.81461218977736 -20.886399191147085,-42.808835132349806 -20.879678178219233));ST_MultiLineString
1225;Ferrovia Centro - Atlântica S.A.;1996-09-01T00:00:00.000Z;Sem Observação;24;BITOLA METRICA;Derivados de petróleo, cimento, calcário, farelo de soja, trigo e soja.;FCA;;VALE;EF-463;Ferrovia;1.000;FERROVIA EM TRAFEGO;463FMG0150;MULTILINESTRING((-42.808835132349806 -20.879678178219233,-42.80457207573684 -20.868824146498273,-42.80308503704238 -20.857188105886983,-42.80337601670932 -20.847902070310877,-42.78619286328898 -20.83506805858084,-42.78432083551564 -20.829079039994152,-42.792742826061215 -20.800211913207207,-42.79696883421877 -20.79108086976617,-42.80686388837051 -20.784280823068674,-42.82283298264198 -20.776178758549847,-42.830164032831235 -20.77533973980086,-42.84473315075008 -20.781240731079414,-42.8508551906295 -20.779700712251334,-42.85553321740983 -20.7769896920799,-42.86079322790843 -20.765783638638588,-42.87390631863403 -20.764706606694883,-42.88225435330049 -20.75441755014965));ST_MultiLineString
1226;Ferrovia Centro - Atlântica S.A.;1996-09-01T00:00:00.000Z;Sem Observação;11;BITOLA METRICA;Derivados de petróleo, cimento, calcário, farelo de soja, trigo e soja.;FCA;;VALE;EF-463;Ferrovia;1.000;FERROVIA EM TRAFEGO;463FMG0130;MULTILINESTRING((-42.868006234220154 -20.747043552614063,-42.865992203763774 -20.74032553153861,-42.86807019269181 -20.72954848644038,-42.86571615990928 -20.722861466183048,-42.85997609523092 -20.712913440775573,-42.85178901640941 -20.704323425662977,-42.849923986590454 -20.697409403468267,-42.851765972793714 -20.686164357024893,-42.851059943946396 -20.676199320806226));ST_MultiLineString
1227;Ferrovia Centro - Atlântica S.A.;1996-09-01T00:00:00.000Z;Sem Observação;15;BITOLA METRICA;Derivados de petróleo, cimento, calcário, farelo de soja, trigo e soja.;FCA;;VALE;EF-463;Ferrovia;1.000;FERROVIA EM TRAFEGO;463FMG0110;MULTILINESTRING((-42.85838687326245 -20.624748110377432,-42.86307489276978 -20.618946078473027,-42.867156887411 -20.60451101509754,-42.86505485492 -20.597137991553662,-42.85330373227572 -20.58069295388757,-42.85215670989755 -20.574706933560723,-42.86447272682162 -20.544961794546214,-42.86941974683253 -20.5385777598546,-42.87376777231635 -20.536296742029446,-42.88408484265789 -20.535051715583787));ST_MultiLineString
1228;Ferrovia Centro - Atlântica S.A.;1996-09-01T00:00:00.000Z;Sem Observação;14;BITOLA METRICA;Derivados de petróleo, cimento, calcário, farelo de soja, trigo e soja.;FCA;;VALE;EF-463;Ferrovia;1.000;FERROVIA EM TRAFEGO;463FMG0100;MULTILINESTRING((-42.88408484265789 -20.535051715583787,-42.91288202678609 -20.526457622301493,-42.90987093926161 -20.498543522469983,-42.906404876500545 -20.482419468371624,-42.912328856217826 -20.456047355465117,-42.91451182511202 -20.43630627562024,-42.91186778707809 -20.428134249986762,-42.908916739696835 -20.416915213350997));ST_MultiLineString
1229;Ferrovia Centro - Atlântica S.A.;1996-09-01T00:00:00.000Z;Sem Observação;10;BITOLA METRICA;Derivados de petróleo, cimento, calcário, farelo de soja, trigo e soja.;FCA;;VALE;EF-463;Ferrovia;1.000;FERROVIA EM TRAFEGO;463FMG0120;MULTILINESTRING((-42.851059943946396 -20.676199320806226,-42.851003926705964 -20.669151294241864,-42.85331092013389 -20.65952925292223,-42.85706393094057 -20.65287521977946,-42.86204494461221 -20.64376117471744,-42.863187934113895 -20.635953142712648,-42.85838687326245 -20.624748110377432));ST_MultiLineString
1230;Estrada de Ferro Vitória Minas;1997-07-01T00:00:00.000Z;Foi outorgada à CVRD em 27/06/1997 por 30 anos para exploração;23;BITOLA METRICA;Minério de ferro, calcário, carvão mineral, ferro-gusa, aço, coque, farelo de soja, escória, derivados de petróleo, cimento e celulose.;EFVM;;VALE;EF-262;Ferrovia;1.000;FERROVIA EM TRAFEGO;262FMG0220;MULTILINESTRING((-43.03786614436893 -19.733801360686034,-43.01430597742988 -19.733448407169988,-43.01019494468547 -19.731793409053726,-42.99638084693992 -19.73166143658626,-42.98866478348269 -19.72767743667548,-42.98550276265456 -19.728332445653294,-42.98010773591816 -19.733339476178017,-42.97498970488385 -19.735585495346886,-42.967816633808575 -19.726548474560733,-42.95936956722761 -19.723471479654687,-42.95257751913542 -19.72340649317279,-42.94657046722634 -19.719203488899073,-42.942717386988754 -19.695720404727346,-42.93893734154449 -19.687405379788178,-42.93150827182 -19.679742364769513,-42.92716023896121 -19.67878336980117,-42.908872128548694 -19.687092439379832,-42.8989360591729 -19.687449460872536,-42.89435602101483 -19.68487346002249,-42.88821894748523 -19.671474419816274,-42.87258579604527 -19.65324937975889));ST_MultiLineString
1231;Estrada de Ferro Vitória Minas;1997-07-01T00:00:00.000Z;Foi outorgada à CVRD em 27/06/1997 por 30 anos para exploração;31;BITOLA METRICA;Minério de ferro, calcário, carvão mineral, ferro-gusa, aço, coque, farelo de soja, escória, derivados de petróleo, cimento e celulose.;EFVM;;VALE;EF-262;Ferrovia;1.000;FERROVIA EM TRAFEGO;262FMG0210;MULTILINESTRING((-42.87258579604527 -19.65324937975889,-42.864929750307994 -19.65696740982392,-42.85570367820388 -19.653894416350692,-42.85088363937575 -19.651774417732174,-42.84213558042447 -19.653056440415945,-42.82738247060532 -19.65059646047543,-42.818951402541344 -19.64683146264182,-42.8143803623601 -19.643329458058272,-42.80852328522415 -19.62740240709409,-42.80255922693428 -19.62021039073923,-42.79486616102973 -19.615075385958196,-42.77839704206365 -19.61396741469521,-42.753866836540006 -19.599672407522647,-42.722498550631954 -19.57104535722358,-42.71445546019128 -19.556010313795888,-42.703180359453214 -19.546613299122882));ST_MultiLineString
1232;Estrada de Ferro Vitória Minas;1997-07-01T00:00:00.000Z;Foi outorgada à CVRD em 27/06/1997 por 30 anos para exploração;2;BITOLA METRICA;Minério de ferro, calcário, carvão mineral, ferro-gusa, aço, coque, farelo de soja, escória, derivados de petróleo, cimento e celulose.;EFVM;;VALE;EF-262;Ferrovia;1.000;FERROVIA EM TRAFEGO;262FMG0200;MULTILINESTRING((-42.703180359453214 -19.546613299122882,-42.70056133588034 -19.544352295398944,-42.678338167722266 -19.539494320566774,-42.67305312351744 -19.53644631903542,-42.66230702260395 -19.525283296189134,-42.65603597240732 -19.522681298375748,-42.648046916633845 -19.523050315788343,-42.629259774705545 -19.519077337488213,-42.61484369547204 -19.529412407329826));ST_MultiLineString
1233;Estrada de Ferro Vitória Minas;1997-07-01T00:00:00.000Z;Foi outorgada à CVRD em 27/06/1997 por 30 anos para exploração;14;BITOLA METRICA;Minério de ferro, calcário, carvão mineral, ferro-gusa, aço, coque, farelo de soja, escória, derivados de petróleo, cimento e celulose.;EFVM;;VALE;EF-262;Ferrovia;1.000;FERROVIA EM TRAFEGO;262FMG0190;MULTILINESTRING((-42.61484369547204 -19.529412407329826,-42.605727644169 -19.535412449369247,-42.59505057175571 -19.536893476561353,-42.587574513942165 -19.53473048287525,-42.580862454424306 -19.529358474894153,-42.574103364524206 -19.51042641301637,-42.567876310009865 -19.505752406804234,-42.564866266194485 -19.495602372360484,-42.56081022817109 -19.491418363756914,-42.55647719324265 -19.48952136481497,-42.537028009505875 -19.46880632084548,-42.51507989369122 -19.48688143658866,-42.5105378613768 -19.486846445474484,-42.49868977141728 -19.48419445842572,-42.48909468831088 -19.477405450365822,-42.48031659937198 -19.465340419573995,-42.4738585401587 -19.459280408154026,-42.4675824933961 -19.458283416610442,-42.452766395845 -19.461766459914365,-42.44624234729068 -19.46076246882892,-42.44123230143017 -19.456099460096144,-42.440919295932346 -19.454612454764426,-42.43558120045158 -19.42844736054524,-42.419807056826066 -19.414077334129612,-42.42085801872961 -19.393310248734583,-42.42141601263498 -19.38872222921751,-42.42926905200781 -19.381237183670688,-42.43278605693659 -19.372086139990337,-42.43189903953284 -19.367015121375605,-42.420653941245945 -19.358595109719765,-42.41785190668608 -19.351893088304752,-42.42404392872343 -19.34186003577243,-42.420080878865406 -19.331921003604858,-42.41456383250728 -19.328633001235193,-42.39247767266335 -19.32727003919979,-42.38459361625429 -19.327087053968143,-42.37543954591048 -19.324656062176466,-42.36610546355413 -19.317305050904878,-42.357596341485696 -19.28901895355205,-42.35379127134881 -19.269196881002905,-42.34684121327348 -19.265196878465566,-42.33547409822328 -19.24940883692324,-42.32474600072497 -19.239607818276376,-42.3170629389077 -19.236281819842947,-42.31222790490057 -19.236448829970787,-42.30527684632095 -19.232217826431707,-42.306331840990666 -19.226292800383153));ST_MultiLineString
1234;Estrada de Ferro Vitória Minas;1997-07-01T00:00:00.000Z;Foi outorgada à CVRD em 27/06/1997 por 30 anos para exploração;4;BITOLA METRICA;Minério de ferro, calcário, carvão mineral, ferro-gusa, aço, coque, farelo de soja, escória, derivados de petróleo, cimento e celulose.;EFVM;;VALE;EF-262;Ferrovia;1.000;FERROVIA EM TRAFEGO;262FMG0180;MULTILINESTRING((-42.306331840990666 -19.226292800383153,-42.29882175794487 -19.212587759540618,-42.28154261816311 -19.20475676151784,-42.26126143757948 -19.18792073275577,-42.25008233293647 -19.17626870721594,-42.2383382029972 -19.154727642525348));ST_MultiLineString
1235;Estrada de Ferro Vitória Minas;1997-07-01T00:00:00.000Z;Foi outorgada à CVRD em 27/06/1997 por 30 anos para exploração;4;BITOLA METRICA;Minério de ferro, calcário, carvão mineral, ferro-gusa, aço, coque, farelo de soja, escória, derivados de petróleo, cimento e celulose.;EFVM;;VALE;EF-262;Ferrovia;1.000;FERROVIA EM TRAFEGO;262FMG0170;MULTILINESTRING((-42.2383382029972 -19.154727642525348,-42.22999512903803 -19.147937631127064,-42.209572968784755 -19.14098264249175,-42.20000988759975 -19.134870636169087,-42.19144380908594 -19.12669761949517,-42.16823758304646 -19.09831354872068,-42.16411353926317 -19.091576529205273));ST_MultiLineString
1236;Estrada de Ferro Vitória Minas;1997-07-01T00:00:00.000Z;Foi outorgada à CVRD em 27/06/1997 por 30 anos para exploração;28;BITOLA METRICA;Minério de ferro, calcário, carvão mineral, ferro-gusa, aço, coque, farelo de soja, escória, derivados de petróleo, cimento e celulose.;EFVM;;VALE;EF-262;Ferrovia;1.000;FERROVIA EM TRAFEGO;262FMG0160;MULTILINESTRING((-42.16411353926317 -19.091576529205273,-42.147536363232675 -19.064447450434006,-42.14091026775567 -19.0418203706886,-42.126801118855006 -19.019086304817137,-42.10757692586321 -18.992708233693783));ST_MultiLineString
1237;Estrada de Ferro Vitória Minas;1997-07-01T00:00:00.000Z;Foi outorgada à CVRD em 27/06/1997 por 30 anos para exploração;74;BITOLA METRICA;Minério de ferro, calcário, carvão mineral, ferro-gusa, aço, coque, farelo de soja, escória, derivados de petróleo, cimento e celulose.;EFVM;;VALE;EF-262;Ferrovia;1.000;FERROVIA EM TRAFEGO;262FMG0150;MULTILINESTRING((-42.10757692586321 -18.992708233693783,-42.09635281458694 -18.97794719469639,-42.079968664697766 -18.96229316186497,-42.07147159266686 -18.956862155847922,-42.03754729543223 -18.93061311286591,-42.01715913586972 -18.923860124066017,-42.00982806542476 -18.915244102573972,-42.00208001333614 -18.916732123521577,-41.988897913396194 -18.91390713706659,-41.979982820759155 -18.900120097206106,-41.9680307063095 -18.88624606272507,-41.954207757536516 -18.859953543906958,-41.94980650346771 -18.851581954139522));ST_MultiLineString
1238;Ferrovia Centro - Atlântica S.A.;1996-09-01T00:00:00.000Z;Sem Observação;7;BITOLA METRICA;Derivados de petróleo, cimento, calcário, farelo de soja, trigo e soja.;FCA;;VALE;EF-116;Ferrovia;1.000;FERROVIA EM TRAFEGO;116FMG1120;MULTILINESTRING((-44.01797607903395 -17.480867361482606,-44.002753942477064 -17.464719322822557,-44.001876905738484 -17.449327260824823,-43.998630873051034 -17.444089245135476));ST_MultiLineString
1239;Ferrovia Centro - Atlântica S.A.;1996-09-01T00:00:00.000Z;Sem Observação;20;BITOLA METRICA;Derivados de petróleo, cimento, calcário, farelo de soja, trigo e soja.;FCA;;VALE;EF-116;Ferrovia;1.000;FERROVIA EM TRAFEGO;116FMG1110;MULTILINESTRING((-43.998630873051034 -17.444089245135476,-43.98810677144896 -17.429290203250574,-43.98197869646918 -17.412719145898507,-43.98062065517954 -17.39663608176796,-43.986888677634724 -17.38632802757028,-43.98620865701323 -17.378289995498765,-43.98197560428064 -17.366328953648143,-43.976977562706224 -17.362628947441557,-43.97510453210952 -17.353666913679145,-43.96843048177548 -17.351337916209438,-43.96628946209208 -17.34880590961001,-43.96824046183031 -17.341924877475684,-43.96778044911345 -17.33709285824919,-43.954700338948236 -17.326701838950907,-43.95400132643624 -17.322795823991395,-43.96194835554004 -17.309974756202305,-43.9646213593418 -17.302629720790005,-43.96392434368367 -17.297116699132314,-43.95030821711524 -17.28023265366427));ST_MultiLineString
1240;Ferrovia Centro - Atlântica S.A.;1996-09-01T00:00:00.000Z;Sem Observação;15;BITOLA METRICA;Derivados de petróleo, cimento, calcário, farelo de soja, trigo e soja.;FCA;;VALE;EF-116;Ferrovia;1.000;FERROVIA EM TRAFEGO;116FMG1100;MULTILINESTRING((-43.95030821711524 -17.28023265366427,-43.93328107508401 -17.26734763096455,-43.90701389213272 -17.265850672453087,-43.889432742989705 -17.251293643647976,-43.88468070088749 -17.2464466320377,-43.880717640776126 -17.229666569150954,-43.860740477928914 -17.216472550187245,-43.85459141770651 -17.207255522766246,-43.84699335159011 -17.200099506564925,-43.838244266327244 -17.187186468317368,-43.82905318471772 -17.17768544511488));ST_MultiLineString
1241;Ferrovia Centro - Atlântica S.A.;1996-09-01T00:00:00.000Z;Sem Observação;16;BITOLA METRICA;Derivados de petróleo, cimento, calcário, farelo de soja, trigo e soja.;FCA;;VALE;EF-116;Ferrovia;1.000;FERROVIA EM TRAFEGO;116FMG1090;MULTILINESTRING((-43.82905318471772 -17.17768544511488,-43.82258712468823 -17.169658423142696,-43.821728090557734 -17.155184364006136,-43.818677051687324 -17.145980330896485,-43.813686010242634 -17.14228132436476,-43.803430939777066 -17.14222534259472,-43.80012590453955 -17.13577432146184,-43.815302955181764 -17.108283178706703));ST_MultiLineString
1242;Ferrovia Centro - Atlântica S.A.;1996-09-01T00:00:00.000Z;Sem Observação;12;BITOLA METRICA;Derivados de petróleo, cimento, calcário, farelo de soja, trigo e soja.;FCA;;VALE;EF-116;Ferrovia;1.000;FERROVIA EM TRAFEGO;116FMG1080;MULTILINESTRING((-43.815302955181764 -17.108283178706703,-43.81017089052306 -17.093117124192762,-43.8073418590586 -17.086903103146003,-43.80259281976442 -17.083439097101376,-43.792357743207404 -17.080166101695315,-43.791679728308296 -17.074880080668947,-43.78860569918119 -17.070732068722883,-43.78432766444409 -17.06795106468424,-43.77509957924756 -17.056649033621206,-43.76772852192329 -17.05316203212761,-43.76015345253697 -17.044162007751094,-43.760687438452685 -17.034977968073047,-43.75622138958658 -17.025543936264672,-43.756254378731704 -17.0198029119835,-43.76756042585587 -17.00401882518365));ST_MultiLineString
1243;Ferrovia Centro - Atlântica S.A.;1996-09-01T00:00:00.000Z;Sem Observação;17;BITOLA METRICA;Derivados de petróleo, cimento, calcário, farelo de soja, trigo e soja.;FCA;;VALE;EF-116;Ferrovia;1.000;FERROVIA EM TRAFEGO;116FMG1070;MULTILINESTRING((-43.76756042585587 -17.00401882518365,-43.76218035925552 -16.98861076973032,-43.75576430676217 -16.984208762576355,-43.757248302821615 -16.976871728931865,-43.75393127340272 -16.97340872020766,-43.74084517727546 -16.970111729578917,-43.73848015396439 -16.966427718212053,-43.74283816361738 -16.95588966588563,-43.73719210497729 -16.945525632078887,-43.73341105771799 -16.93441559177151,-43.720650949906954 -16.923850569688998));ST_MultiLineString
1244;Ferrovia Centro - Atlântica S.A.;1996-09-01T00:00:00.000Z;Sem Observação;19;BITOLA METRICA;Derivados de petróleo, cimento, calcário, farelo de soja, trigo e soja.;FCA;;VALE;EF-116;Ferrovia;1.000;FERROVIA EM TRAFEGO;116FMG1050;MULTILINESTRING((-43.699043660348984 -16.849911294234825,-43.702855671884045 -16.842236254883158,-43.720479791242866 -16.841422220286773,-43.72671882186749 -16.835034182124254,-43.72795181678861 -16.82792614974402,-43.76033896757674 -16.790464933367822,-43.765842998371724 -16.786820908171496,-43.77656007017557 -16.78596388563315,-43.782737116914525 -16.788289884625726,-43.78726514623611 -16.787396872844937,-43.7949141869341 -16.781242833205663,-43.79897621260708 -16.78011282124125,-43.80253623833482 -16.78082181797561,-43.815813347286486 -16.790307834840235,-43.81915536757835 -16.788945823158897,-43.82087636236025 -16.78000478215626));ST_MultiLineString
1245;Ferrovia Centro - Atlântica S.A.;1996-09-01T00:00:00.000Z;Sem Observação;13;BITOLA METRICA;Derivados de petróleo, cimento, calcário, farelo de soja, trigo e soja.;FCA;;VALE;EF-116;Ferrovia;1.000;FERROVIA EM TRAFEGO;116FMG1060;MULTILINESTRING((-43.720650949906954 -16.923850569688998,-43.703482768628994 -16.890688459530388,-43.70256675135211 -16.88493643674354,-43.7066747624972 -16.876010391584266,-43.70647475235872 -16.871418372444122,-43.69984069667796 -16.86609636158244,-43.69701966589725 -16.860108341136968,-43.69779465371605 -16.850928300763655,-43.699043660348984 -16.849911294234825));ST_MultiLineString
